supplier_id,supplier_name,supplier_location,spend_year,supplier_category,supplier_subcategory,spend_anonymized
S1591,Supplier_2392,NETHERLANDS,2024,Logistics & Transport,,367414.48
S1592,Supplier_2393,UNITED STATES OF AMERICA,2024,Not Categorised,,363942.59
S1593,Supplier_2394,NETHERLANDS,2024,Metal Components,,363707.08
S1594,Supplier_1751,NETHERLANDS,2024,Facility Management,,363645.89
S1595,Supplier_1366,NETHERLANDS,2024,Facility Management,,363634.57
S1596,Supplier_2395,SPAIN,2024,Non-influencial spend,,363000.0
S1597,Supplier_1594,NETHERLANDS,2024,HR,,356918.83
S1598,Supplier_2396,UNITED STATES OF AMERICA,2024,,,356310.79
S1599,Supplier_2397,NETHERLANDS,2024,,,354068.16
S1600,Supplier_1419,NETHERLANDS,2024,HR,,347391.76
S1601,Supplier_0541,SWITZERLAND,2024,Medical Device,,340357.65
S1602,Supplier_2398,NETHERLANDS,2024,,,338320.0
S1603,Supplier_2399,NETHERLANDS,2024,Professional Services,,333732.15
S1604,Supplier_0466,UNITED STATES OF AMERICA,2024,Medical Device,,321978.25
S1605,Supplier_2400,NETHERLANDS,2024,Not Categorised,,316949.43
S1606,Supplier_1879,NETHERLANDS,2024,Marcom,,315614.17
S1607,Supplier_2401,NETHERLANDS,2024,Not Categorised,,313308.15
S1608,Supplier_1749,GERMANY,2024,Electronics,,311357.15
S1609,Supplier_2402,NETHERLANDS,2024,,,311019.65
S1610,Supplier_1332,NETHERLANDS,2024,Electronics,,301794.93
S1611,Supplier_2403,NETHERLANDS,2024,Professional Services,,289623.53
S1612,Supplier_2404,BELGIUM,2024,Professional Services,,287916.52
S1613,Supplier_1874,NETHERLANDS,2024,Not Categorised,,282484.61
S1614,Supplier_2405,NETHERLANDS,2024,,,282473.88
S1615,Supplier_2406,NETHERLANDS,2024,,,272271.73
S1616,Supplier_2407,NETHERLANDS,2024,,,262322.04
S1617,Supplier_0545,SWITZERLAND,2024,Medical Device,,261762.27
S1618,Supplier_1768,NETHERLANDS,2024,Property,,259744.99
S1619,Supplier_1894,NETHERLANDS,2024,Logistics & Transport,,256243.81
S1620,Supplier_1540,NETHERLANDS,2024,Plastic Components,,253080.0
S1621,Supplier_2408,NETHERLANDS,2024,Professional Services,,247643.85
S1622,Supplier_2409,UNITED STATES OF AMERICA,2024,,,242385.2
S1623,Supplier_2410,NETHERLANDS,2024,,,241686.13
S1624,Supplier_2411,BELGIUM,2024,,,230814.72
S1625,Supplier_1857,NETHERLANDS,2024,Logistics & Transport,,228710.91
S1626,Supplier_1715,NETHERLANDS,2024,Plastic Components,,226296.0
S1627,Supplier_1106,NETHERLANDS,2024,Professional Services,,222873.65
S1628,Supplier_0534,CHINA,2024,Medical Device,,219424.01
S1629,Supplier_2412,NETHERLANDS,2024,Professional Services,,199127.59
S1630,Supplier_2413,NETHERLANDS,2024,,,194931.76
S1631,Supplier_2414,NETHERLANDS,2024,I.T,,191866.1
S1632,Supplier_1329,NETHERLANDS,2024,Plastic Components,,191665.0
S1633,Supplier_0555,UNITED STATES OF AMERICA,2024,Plastic Components,,190942.57
S1634,Supplier_2415,NETHERLANDS,2024,,,188978.1
S1635,Supplier_2416,NETHERLANDS,2024,Plastic Components,,185978.43
S1636,Supplier_1259,NETHERLANDS,2024,HR,,183240.0
S1637,Supplier_2417,NETHERLANDS,2024,,,180058.6
S1638,Supplier_1828,NETHERLANDS,2024,Medical Device,,174892.0
S1639,Supplier_2418,FRANCE,2024,Non-influencial spend,,173995.0
S1640,Supplier_2419,NETHERLANDS,2024,metal components,,172796.74
S1641,Supplier_1621,UNITED STATES OF AMERICA,2024,Medical Device,,168734.79
S1642,Supplier_2420,SPAIN,2024,,,168190.0
S1643,Supplier_1805,NETHERLANDS,2024,Packaging,,166142.76
S1644,Supplier_2421,NETHERLANDS,2024,I.T,,163866.18
S1645,Supplier_2422,ITALY,2024,,,161160.0
S1646,Supplier_1172,NETHERLANDS,2024,Packaging,,159412.91
S1647,Supplier_2423,GERMANY,2024,,,158665.2
S1648,Supplier_2424,UNITED STATES OF AMERICA,2024,Not Categorised,,158644.19
S1649,Supplier_2425,NETHERLANDS,2024,,,157846.0
S1650,Supplier_2426,NETHERLANDS,2024,Non-influencial spend,,157734.64
S1651,Supplier_1810,NETHERLANDS,2024,Not Categorised,,157160.73
S1652,Supplier_2427,UNITED STATES OF AMERICA,2024,,,156545.87
S1653,Supplier_2428,CZECHIA,2024,Not Categorised,,156274.45
S1654,Supplier_1583,NETHERLANDS,2024,I.T,,152777.49
S1655,Supplier_1180,GERMANY,2024,Medical Device,,151709.8
S1656,Supplier_0882,BELGIUM,2024,HR,,151463.97
S1657,Supplier_2429,NETHERLANDS,2024,,,150838.0
S1658,Supplier_2430,GERMANY,2024,,,150000.0
S1659,Supplier_0536,SOUTH AFRICA,2024,Sub-Contracting,,149663.35
S1660,Supplier_1200,NETHERLANDS,2024,Travel,,148726.48
S1661,Supplier_1896,NETHERLANDS,2024,Sub-Contracting,,147347.75
S1662,Supplier_2431,FRANCE,2024,,,146236.4
S1663,Supplier_0895,BELGIUM,2024,Not Categorised,,144185.28
S1664,Supplier_0854,BELGIUM,2024,Plastic Components,,142410.23
S1665,Supplier_1193,NETHERLANDS,2024,Facility Management,,138709.23
S1666,Supplier_2432,NETHERLANDS,2024,Electronics,,138077.96
S1667,Supplier_2433,NETHERLANDS,2024,I.T,,137028.08
S1668,Supplier_1838,NETHERLANDS,2024,Professional Services,,136015.45
S1669,Supplier_2434,KOREA (THE REPUBLIC ,2024,Not Categorised,,134398.93
S1670,Supplier_2435,NETHERLANDS,2024,,,134088.12
S1671,Supplier_2436,NETHERLANDS,2024,,,133196.65
S1672,Supplier_1033,NETHERLANDS,2024,Not Categorised,,132455.5
S1673,Supplier_2437,GERMANY,2024,Logistics & Transport,,132113.0
S1674,Supplier_0643,GREAT BRITAIN,2024,I.T,,129873.0
S1675,Supplier_0758,GERMANY,2024,Plastic Components,,125589.4
S1676,Supplier_2438,NETHERLANDS,2024,Not Categorised,,125104.64
S1677,Supplier_2001,NETHERLANDS,2024,Capex (Machines) ,,119110.5
S1678,Supplier_2439,NETHERLANDS,2024,Professional Services,,117475.0
S1679,Supplier_0697,GREAT BRITAIN,2024,Metal Components,,114036.62
S1680,Supplier_2440,MEXICO,2024,Not Categorised,,113631.32
S1681,Supplier_0938,NETHERLANDS,2024,Professional Services,,112626.83
S1682,Supplier_2441,NETHERLANDS,2024,Not Categorised,,107557.71
S1683,Supplier_2442,NETHERLANDS,2024,,,107358.19
S1684,Supplier_0856,GREAT BRITAIN,2024,Metal Components,,106132.15
S1685,Supplier_2443,FRANCE,2024,,,104500.0
S1686,Supplier_0603,SLOVAKIA,2024,Plastic Components,,103024.56
S1687,Supplier_1435,NETHERLANDS,2024,I.T,,103000.0
S1688,Supplier_0706,GREAT BRITAIN,2024,I.T,,102215.02
S1689,Supplier_2444,NETHERLANDS,2024,,,101150.0
S1690,Supplier_2445,NETHERLANDS,2024,Not Categorised,,100725.75
S1691,Supplier_2446,NETHERLANDS,2024,I.T,,100501.44
S1692,Supplier_1947,NETHERLANDS,2024,Facility Management,,100060.49
S1693,Supplier_2447,MOROCCO,2024,Not Categorised,,98870.05
S1694,Supplier_0648,GERMANY,2024,Plastic Components,,97744.3
S1695,Supplier_0897,BELGIUM,2024,Marcom,,97742.64
S1696,Supplier_2448,KOREA (THE REPUBLIC ,2024,,,96955.0
S1697,Supplier_1832,NETHERLANDS,2024,Property,,96318.36
S1698,Supplier_2449,BELGIUM,2024,,,96134.24
S1699,Supplier_2450,SWITZERLAND,2024,,,95120.0
S1700,Supplier_1166,NETHERLANDS,2024,Capex (Machines) ,,94310.97
S1701,Supplier_1603,NETHERLANDS,2024,Capex (Machines) ,,93597.0
S1702,Supplier_1949,NETHERLANDS,2024,I.T,,92950.19
S1703,Supplier_2451,GREAT BRITAIN,2024,,,91704.5
S1704,Supplier_2452,IRELAND,2024,Not Categorised,,90750.0
S1705,Supplier_0800,GERMANY,2024,Glass ,,89602.7
S1706,Supplier_1212,NETHERLANDS,2024,Packaging,,89421.25
S1707,Supplier_1068,NETHERLANDS,2024,Logistics & Transport,,87326.93
S1708,Supplier_1469,NETHERLANDS,2024,Travel,,87020.37
S1709,Supplier_1438,NETHERLANDS,2024,I.T,,85766.12
S1710,Supplier_0752,NETHERLANDS,2024,Electronics,,85581.11
S1711,Supplier_0661,GREAT BRITAIN,2024,Medical Device,,85168.86
S1712,Supplier_1758,NETHERLANDS,2024,Electronics,,84925.0
S1713,Supplier_1743,NETHERLANDS,2024,I.T,,83995.32
S1714,Supplier_1923,NETHERLANDS,2024,Marcom,,80799.97
S1715,Supplier_0411,JAPAN,2024,Metal Components,,79421.05
S1716,Supplier_2453,NETHERLANDS,2024,Not Categorised,,79340.0
S1716,Supplier_2453,NETHERLANDS,2024,Property,,79340.0
S1717,Supplier_2454,NETHERLANDS,2024,Professional Services,,79143.63
S1718,Supplier_0749,GREAT BRITAIN,2024,Electronics,,78501.26
S1719,Supplier_0515,UNITED STATES OF AMERICA,2024,Professional Services,,78449.56
S1720,Supplier_2455,NETHERLANDS,2024,Not Categorised,,78265.31
S1721,Supplier_2456,SLOVENIA,2024,Electronics,,76678.4
S1722,Supplier_2457,HONG KONG,2024,Non-influencial spend,,76389.35
S1723,Supplier_1902,NETHERLANDS,2024,Facility Management,,76248.95
S1724,Supplier_2458,UNITED STATES OF AMERICA,2024,,,72702.03
S1725,Supplier_0762,BELGIUM,2024,,,70800.0
S1726,Supplier_1044,NETHERLANDS,2024,Facility Management,,70505.56
S1727,Supplier_0751,GERMANY,2024,Not Categorised,,69846.09
S1728,Supplier_2459,NETHERLANDS,2024,Not Categorised,,69784.38
S1729,Supplier_2460,NETHERLANDS,2024,,,67946.25
S1730,Supplier_1908,NETHERLANDS,2024,Electronics,,67750.0
S1731,Supplier_0505,JAPAN,2024,,,66204.83
S1732,Supplier_2461,SINGAPORE,2024,,,65988.12
S1733,Supplier_2462,SINGAPORE,2024,Not Categorised,,65350.35
S1734,Supplier_2463,NETHERLANDS,2024,Property,,65002.92
S1735,Supplier_0490,UNITED STATES OF AMERICA,2024,Professional Services,,64646.76
S1736,Supplier_0632,GERMANY,2024,Metal Components,,64312.25
S1737,Supplier_2464,NETHERLANDS,2024,Property,,64090.25
S1738,Supplier_2465,NETHERLANDS,2024,Not Categorised,,63550.8
S1739,Supplier_1651,NETHERLANDS,2024,Electronics,,63236.73
S1740,Supplier_1304,NETHERLANDS,2024,Metal Components,,62143.98
S1741,Supplier_2466,BELGIUM,2024,,,61575.66
S1742,Supplier_1302,NETHERLANDS,2024,Metal Components,,61470.4
S1743,Supplier_1834,NETHERLANDS,2024,Property,,61032.78
S1744,Supplier_1863,NETHERLANDS,2024,Metal Components,,60390.0
S1745,Supplier_1943,NETHERLANDS,2024,Marcom,,60207.41
S1746,Supplier_0659,GERMANY,2024,Medical Device,,58912.76
S1747,Supplier_0478,NETHERLANDS,2024,Electronics,,56995.48
S1748,Supplier_2467,NETHERLANDS,2024,,,56956.74
S1749,Supplier_2468,MALAYSIA,2024,Not Categorised,,56593.36
S1750,Supplier_0919,BELGIUM,2024,Electronics,,55808.91
S1751,Supplier_2469,UNITED STATES OF AMERICA,2024,,,55598.8
S1752,Supplier_2470,NETHERLANDS,2024,,,55200.0
S1753,Supplier_2471,BELGIUM,2024,,,55046.97
S1754,Supplier_2472,NETHERLANDS,2024,,,54864.25
S1755,Supplier_2473,SPAIN,2024,,,54642.25
S1756,Supplier_0997,NETHERLANDS,2024,Not Categorised,,53785.69
S1757,Supplier_2474,INDIA,2024,Not Categorised,,53677.86
S1758,Supplier_2475,NETHERLANDS,2024,HR,,53530.0
S1759,Supplier_2476,CHINA,2024,Not Categorised,,52823.74
S1760,Supplier_2477,NETHERLANDS,2024,,,52168.0
S1761,Supplier_2478,NETHERLANDS,2024,,,52058.01
S1762,Supplier_2479,ITALY,2024,,,51398.5
S1763,Supplier_0488,IRELAND,2024,HR,,51125.0
S1764,Supplier_0539,UNITED STATES OF AMERICA,2024,Not Categorised,,51053.62
S1765,Supplier_2480,UNITED STATES OF AMERICA,2024,,,51014.76
S1766,Supplier_0783,DENMARK,2024,I.T,,50358.39
S1767,Supplier_2481,NETHERLANDS,2024,,,50150.0
S1768,Supplier_2482,FRANCE,2024,,,50109.0
S1769,Supplier_1360,NETHERLANDS,2024,Electronics,,49977.06
S1770,Supplier_1844,NETHERLANDS,2024,Packaging,,49823.74
S1771,Supplier_2483,IRELAND,2024,Not Categorised,,49726.74
S1772,Supplier_2484,CHINA,2024,,,49614.44
S1773,Supplier_0485,CHINA,2024,Plastic Components,,49603.12
S1774,Supplier_1703,NETHERLANDS,2024,Property,,49439.13
S1775,Supplier_0518,UNITED STATES OF AMERICA,2024,I.T,,48999.22
S1776,Supplier_1818,NETHERLANDS,2024,Packaging,,48734.9
S1777,Supplier_1659,SWITZERLAND,2024,Electronics,,48734.0
S1778,Supplier_2485,NETHERLANDS,2024,,,48365.52
S1779,Supplier_2486,FRANCE,2024,Not Categorised,,47957.5
S1780,Supplier_1545,NETHERLANDS,2024,Electronics,,47900.0
S1781,Supplier_1760,NETHERLANDS,2024,Professional Services,,47872.03
S1782,Supplier_1685,NETHERLANDS,2024,Facility Management,,47161.08
S1783,Supplier_2487,NETHERLANDS,2024,I.T,,47124.05
S1784,Supplier_2104,NETHERLANDS,2024,I.T,,47041.0
S1784,Supplier_2104,NETHERLANDS,2024,Not Categorised,,47041.0
S1785,Supplier_0676,GREAT BRITAIN,2024,Electronics,,46770.3
S1786,Supplier_0523,UNITED STATES OF AMERICA,2024,Not Categorised,,46509.0
S1787,Supplier_2488,NETHERLANDS,2024,Not Categorised,,46280.0
S1788,Supplier_2489,PERU,2024,,,45262.87
S1789,Supplier_2490,NETHERLANDS,2024,,,45137.23
S1790,Supplier_1571,NETHERLANDS,2024,I.T,,45067.11
S1791,Supplier_1274,NETHERLANDS,2024,HR,,44502.56
S1792,Supplier_2491,FRANCE,2024,,,44487.38
S1793,Supplier_2492,IRELAND,2024,,,44320.0
S1794,Supplier_0943,NETHERLANDS,2024,,,44049.6
S1795,Supplier_0888,FRANCE,2024,Plastic Components,,43960.48
S1796,Supplier_2493,UNITED STATES OF AMERICA,2024,,,43786.49
S1797,Supplier_1207,NETHERLANDS,2024,Electronics,,43698.32
S1798,Supplier_2494,GERMANY,2024,,,43645.0
S1799,Supplier_1989,NETHERLANDS,2024,I.T,,42093.39
S1800,Supplier_1290,NETHERLANDS,2024,I.T,,41871.19
S1801,Supplier_2495,NETHERLANDS,2024,Capex (Machines) ,,41175.2
S1802,Supplier_2496,MEXICO,2024,Not Categorised,,40805.08
S1803,Supplier_2497,NETHERLANDS,2024,Energy,,40757.97
S1803,Supplier_2497,NETHERLANDS,2024,Not Categorised,,40757.97
S1804,Supplier_0905,BELGIUM,2024,Fleet,,40699.45
S1805,Supplier_2498,NETHERLANDS,2024,,,40660.0
S1806,Supplier_0424,UNITED STATES OF AMERICA,2024,Medical Device,,40432.43
S1807,Supplier_0607,IRELAND,2024,I.T,,40080.0
S1808,Supplier_1552,NETHERLANDS,2024,Marcom,,39605.35
S1809,Supplier_1492,NETHERLANDS,2024,I.T,,39450.0
S1810,Supplier_0573,SWITZERLAND,2024,Travel,,39447.47
S1811,Supplier_2499,NETHERLANDS,2024,Not Categorised,,38575.0
S1812,Supplier_1925,NETHERLANDS,2024,Electronics,,38535.9
S1813,Supplier_1098,NETHERLANDS,2024,Professional Services,,38473.8
S1814,Supplier_1884,NETHERLANDS,2024,Metal Components,,38280.0
S1815,Supplier_0444,KOREA (THE REPUBLIC ,2024,Not Categorised,,37885.0
S1816,Supplier_2500,SPAIN,2024,,,37698.0
S1817,Supplier_1576,NETHERLANDS,2024,Facility Management,,37650.14
S1818,Supplier_2501,NETHERLANDS,2024,Metal components ,,37622.69
S1819,Supplier_1373,NETHERLANDS,2024,,,36468.44
S1820,Supplier_2502,NETHERLANDS,2024,Not Categorised,,35901.25
S1821,Supplier_1289,NETHERLANDS,2024,Capex (Machines) ,,35459.42
S1822,Supplier_2503,NETHERLANDS,2024,,,35336.25
S1823,Supplier_1978,NETHERLANDS,2024,Electronics,,34810.36
S1824,Supplier_2504,NETHERLANDS,2024,Not Categorised,,34602.48
S1825,Supplier_1298,NETHERLANDS,2024,Plastic Components,,34244.07
S1826,Supplier_2017,NETHERLANDS,2024,Not Categorised,,33938.61
S1827,Supplier_0496,UNITED STATES OF AMERICA,2024,Metal Components,,33645.09
S1828,Supplier_1713,NETHERLANDS,2024,Plastic Components,,33066.5
S1829,Supplier_1161,NETHERLANDS,2024,HR,,32702.46
S1830,Supplier_2505,NETHERLANDS,2024,,,32512.3
S1831,Supplier_1459,NETHERLANDS,2024,Property,,32450.69
S1832,Supplier_1485,NETHERLANDS,2024,I.T,,32259.0
S1833,Supplier_2506,UNITED STATES OF AMERICA,2024,,,32219.46
S1834,Supplier_0755,BELGIUM,2024,Travel,,32154.49
S1835,Supplier_0460,BRAZIL,2024,Not Categorised,,31898.38
S1836,Supplier_2507,NETHERLANDS,2024,Not Categorised,,31775.36
S1837,Supplier_0827,GREAT BRITAIN,2024,HR,,31431.96
S1838,Supplier_1745,NETHERLANDS,2024,Property,,31313.29
S1839,Supplier_1455,NETHERLANDS,2024,Metal Components,,30953.6
S1840,Supplier_1100,NETHERLANDS,2024,Professional Services,,30916.0
S1841,Supplier_0392,UNITED STATES OF AMERICA,2024,,,30398.48
S1842,Supplier_1146,NETHERLANDS,2024,I.T,,30225.5
S1843,Supplier_2508,NETHERLANDS,2024,,,29928.0
S1844,Supplier_0525,UNITED STATES OF AMERICA,2024,Metal Components,,29856.0
S1845,Supplier_0728,GERMANY,2024,Medical Device,,29765.44
S1846,Supplier_2509,NETHERLANDS,2024,,,29088.0
S1847,Supplier_1921,NETHERLANDS,2024,Property,,29081.9
S1848,Supplier_0866,GERMANY,2024,Professional Services,,29027.57
S1849,Supplier_1391,NETHERLANDS,2024,Electronics,,28426.84
S1849,Supplier_1391,NETHERLANDS,2024,Not Categorised,,28426.84
S1850,Supplier_2510,NETHERLANDS,2024,Not Categorised,,28140.88
S1851,Supplier_2511,NETHERLANDS,2024,Not Categorised,,27916.64
S1852,Supplier_0605,GREAT BRITAIN,2024,Medical Device,,27877.92
S1853,Supplier_1831,SPAIN,2024,,,27713.89
S1854,Supplier_1826,NETHERLANDS,2024,Medical Device,,27712.07
S1855,Supplier_2512,THAILAND,2024,,,27522.36
S1856,Supplier_1711,NETHERLANDS,2024,Packaging,,27384.34
S1857,Supplier_0903,IRELAND,2024,I.T,,27049.73
S1858,Supplier_1000,NETHERLANDS,2024,I.T,,26835.0
S1859,Supplier_2513,NETHERLANDS,2024,,,26690.0
S1860,Supplier_2514,NETHERLANDS,2024,,,26243.52
S1861,Supplier_2515,SPAIN,2024,,,26170.49
S1862,Supplier_2516,SLOVENIA,2024,,,26000.0
S1863,Supplier_1563,NETHERLANDS,2024,Metal Components,,25947.3
S1864,Supplier_0613,GERMANY,2024,,,25846.0
S1865,Supplier_1565,NETHERLANDS,2024,I.T,,25840.2
S1866,Supplier_1587,NETHERLANDS,2024,,,25803.4
S1867,Supplier_2517,GERMANY,2024,,,25580.69
S1868,Supplier_0948,NETHERLANDS,2024,Capex (Machines) ,,25556.2
S1869,Supplier_2518,NETHERLANDS,2024,,,25465.45
S1870,Supplier_1107,NETHERLANDS,2024,HR,,24986.56
S1871,Supplier_2519,HONG KONG,2024,,,24588.14
S1872,Supplier_0468,UNITED STATES OF AMERICA,2024,Medical Device,,24219.9
S1873,Supplier_1191,NETHERLANDS,2024,Not Categorised,,24208.25
S1874,Supplier_1900,NETHERLANDS,2024,I.T,,24145.0
S1875,Supplier_1670,NETHERLANDS,2024,Packaging,,23884.35
S1876,Supplier_1504,NETHERLANDS,2024,Not Categorised,,23848.0
S1877,Supplier_1410,NETHERLANDS,2024,Not Categorised,,23808.75
S1878,Supplier_0732,DENMARK,2024,I.T,,23800.0
S1879,Supplier_1850,NETHERLANDS,2024,Energy,,23685.0
S1880,Supplier_2520,NETHERLANDS,2024,Not Categorised,,23652.64
S1881,Supplier_2521,BELGIUM,2024,,,23630.0
S1882,Supplier_0840,FRANCE,2024,Professional Services,,23473.5
S1883,Supplier_1461,NETHERLANDS,2024,Metal Components,,22914.5
S1884,Supplier_2522,NETHERLANDS,2024,,,22900.0
S1885,Supplier_2523,SLOVAKIA,2024,,,22787.61
S1886,Supplier_1689,NETHERLANDS,2024,Metal Components,,22702.35
S1887,Supplier_0437,UNITED STATES OF AMERICA,2024,Electronics,,22407.54
S1888,Supplier_0772,GREAT BRITAIN,2024,,,22329.8
S1889,Supplier_0710,IRELAND,2024,Not Categorised,,22167.32
S1890,Supplier_0450,UNITED STATES OF AMERICA,2024,Marcom,,21954.05
S1891,Supplier_1637,NETHERLANDS,2024,Logistics & Transport,,21783.5
S1892,Supplier_2524,GERMANY,2024,,,21511.87
S1893,Supplier_1755,NETHERLANDS,2024,Pharma,,21312.74
S1894,Supplier_2525,QATAR,2024,,,20991.8
S1895,Supplier_2030,NETHERLANDS,2024,Not Categorised,,20946.0
S1896,Supplier_1122,NETHERLANDS,2024,Property,,20907.4
S1897,Supplier_0405,JAPAN,2024,Metal Components,,20817.19
S1898,Supplier_0743,GERMANY,2024,Travel,,20717.9
S1899,Supplier_2526,NETHERLANDS,2024,,,20627.94
S1900,Supplier_1130,NETHERLANDS,2024,Not Categorised,,20565.42
S1901,Supplier_1281,NETHERLANDS,2024,I.T,,20504.2
S1902,Supplier_0892,GERMANY,2024,Metal Components,,20200.59
S1903,Supplier_1071,NETHERLANDS,2024,I.T,,20154.11
S1904,Supplier_1022,NETHERLANDS,2024,Facility Management,,20139.58
S1905,Supplier_2527,NETHERLANDS,2024,,,20089.2
S1906,Supplier_2528,UNITED STATES OF AMERICA,2024,,,20000.0
S1907,Supplier_1627,NETHERLANDS,2024,Marcom,,19976.27
S1908,Supplier_1497,NETHERLANDS,2024,Property,,19975.04
S1909,Supplier_2529,NETHERLANDS,2024,Not Categorised,,19761.82
S1910,Supplier_1215,NETHERLANDS,2024,Professional Services,,19718.4
S1911,Supplier_2530,UNITED STATES OF AMERICA,2024,,,19625.74
S1912,Supplier_2531,NETHERLANDS,2024,,,19547.0
S1913,Supplier_2532,FRANCE,2024,,,19500.0
S1914,Supplier_1385,NETHERLANDS,2024,Plastic Components,,19386.29
S1915,Supplier_0419,CHINA,2024,Not Categorised,,19357.75
S1916,Supplier_0589,GREAT BRITAIN,2024,Marcom,,19000.0
S1917,Supplier_0512,SWITZERLAND,2024,HR,,18999.95
S1918,Supplier_1955,NETHERLANDS,2024,Capex (Machines) ,,18958.4
S1919,Supplier_1891,NETHERLANDS,2024,Packaging,,18926.0
S1920,Supplier_0874,BELGIUM,2024,Fleet,,18737.32
S1921,Supplier_1313,NETHERLANDS,2024,,,18680.9
S1922,Supplier_1980,NETHERLANDS,2024,Plastic Components,,18228.0
S1923,Supplier_1777,NETHERLANDS,2024,Facility Management,,18175.6
S1924,Supplier_2533,NETHERLANDS,2024,,,18098.29
S1925,Supplier_0878,CYPRUS,2024,Travel,,18000.0
S1926,Supplier_2534,TAIWAN,2024,,,17989.87
S1927,Supplier_1549,NETHERLANDS,2024,Packaging,,17909.8
S1928,Supplier_2535,GREAT BRITAIN,2024,,,17331.64
S1929,Supplier_2536,NETHERLANDS,2024,Not Categorised,,17151.56
S1930,Supplier_2537,NETHERLANDS,2024,,,17136.8
S1931,Supplier_1932,NETHERLANDS,2024,Metal Components,,16815.09
S1931,Supplier_1932,NETHERLANDS,2024,Not Categorised,,16815.09
S1932,Supplier_2538,NETHERLANDS,2024,Not Categorised,,16525.5
S1933,Supplier_1535,NETHERLANDS,2024,Plastic Components,,16445.0
S1934,Supplier_2539,NORWAY,2024,,,16274.3
S1935,Supplier_1853,NETHERLANDS,2024,Logistics & Transport,,16032.55
S1936,Supplier_2540,NETHERLANDS,2024,Not Categorised,,15702.13
S1937,Supplier_2541,NETHERLANDS,2024,,,15583.88
S1938,Supplier_2542,NETHERLANDS,2024,Marcom,,15225.0
S1939,Supplier_1687,NETHERLANDS,2024,Property,,15097.39
S1940,Supplier_2543,NETHERLANDS,2024,,,15093.0
S1941,Supplier_1675,NETHERLANDS,2024,Capex (Machines) ,,15083.34
S1942,Supplier_2544,GERMANY,2024,Not Categorised,,15048.35
S1943,Supplier_2545,GERMANY,2024,Not Categorised,,15000.0
S1944,Supplier_2546,SOUTH AFRICA,2024,,,14752.4
S1945,Supplier_0559,UNITED STATES OF AMERICA,2024,Travel,,14618.32
S1946,Supplier_1157,NETHERLANDS,2024,HR,,14603.5
S1947,Supplier_1471,NETHERLANDS,2024,Not Categorised,,14586.53
S1948,Supplier_1677,NETHERLANDS,2024,HR,,14436.2
S1949,Supplier_1731,NETHERLANDS,2024,Electronics,,14355.0
S1950,Supplier_2547,NETHERLANDS,2024,,,14198.32
S1951,Supplier_1573,NETHERLANDS,2024,I.T,,14175.77
S1952,Supplier_1538,NETHERLANDS,2024,Medical Device,,14043.4
S1953,Supplier_2548,TURKEY,2024,Not Categorised,,13980.29
S1954,Supplier_1530,NETHERLANDS,2024,I.T,,13864.0
S1955,Supplier_1803,NETHERLANDS,2024,Packaging,,13818.37
S1956,Supplier_1174,NETHERLANDS,2024,,,13790.0
S1957,Supplier_2549,NETHERLANDS,2024,,,13490.0
S1958,Supplier_2550,NETHERLANDS,2024,,,13284.94
S1959,Supplier_1182,NETHERLANDS,2024,HR,,13280.4
S1960,Supplier_2551,NETHERLANDS,2024,Not Categorised,,13167.2
S1961,Supplier_2552,NETHERLANDS,2024,,,13114.08
S1962,Supplier_2553,UNITED STATES OF AMERICA,2024,,,13046.89
S1963,Supplier_2554,NETHERLANDS,2024,,,12880.0
S1964,Supplier_2555,NETHERLANDS,2024,,,12846.5
S1965,Supplier_0796,GREAT BRITAIN,2024,I.T,,12841.8
S1966,Supplier_0695,GERMANY,2024,Medical Device,,12750.0
S1967,Supplier_2556,NETHERLANDS,2024,,,12500.0
S1968,Supplier_0483,KOREA (THE REPUBLIC ,2024,,,12408.14
S1969,Supplier_1765,NETHERLANDS,2024,,,12340.28
S1970,Supplier_2557,NETHERLANDS,2024,Fleet,,12310.29
S1971,Supplier_2558,ITALY,2024,,,12230.0
S1972,Supplier_0476,BRAZIL,2024,Not Categorised,,11908.99
S1973,Supplier_2559,GERMANY,2024,Capex (Machines) ,,11555.84
S1974,Supplier_1886,NETHERLANDS,2024,Property,,11426.13
S1975,Supplier_0871,NETHERLANDS,2024,Facility Management,,11425.24
S1976,Supplier_2560,NETHERLANDS,2024,,,11418.68
S1977,Supplier_2561,NETHERLANDS,2024,,,11290.0
S1978,Supplier_1590,NETHERLANDS,2024,HR,,11244.78
S1979,Supplier_2562,NETHERLANDS,2024,,,10997.51
S1980,Supplier_1992,GERMANY,2024,Medical Device,,10931.47
S1980,Supplier_1992,GERMANY,2024,Not Categorised,,10931.47
S1981,Supplier_2563,NETHERLANDS,2024,,,10899.63
S1982,Supplier_2564,NETHERLANDS,2024,,,10875.0
S1983,Supplier_2565,NETHERLANDS,2024,,,10855.2
S1984,Supplier_1733,NETHERLANDS,2024,Not Categorised,,10538.18
S1985,Supplier_2566,ITALY,2024,,,10500.0
S1986,Supplier_2189,SWITZERLAND,2024,,,10450.0
S1987,Supplier_1618,NETHERLANDS,2024,,,10370.0
S1988,Supplier_1138,NETHERLANDS,2024,Professional Services,,10205.9
S1989,Supplier_2567,NETHERLANDS,2024,,,10090.0
S1990,Supplier_1607,NETHERLANDS,2024,Property,,10061.09
S1991,Supplier_0530,EGYPT,2024,,,10000.0
